"id","timestamp","current_moisture","target_moisture","mode","relay_target_status","relay_current_state"
185,1608750724,0,400,auto,on,off
187,1608750726,0,400,auto,on,on
189,1608750728,0,400,auto,on,on
191,1608750730,0,400,auto,on,on
193,1608750732,0,400,auto,on,on
195,1608750734,0,400,auto,on,on
197,1608750736,0,400,auto,on,on
199,1608750738,0,400,auto,on,on
201,1608750740,0,400,auto,on,on
203,1608750742,0,400,auto,on,on
205,1608750744,0,400,auto,on,on
207,1608750746,0,400,auto,on,on
209,1608750748,0,400,auto,on,on
211,1608750750,0,400,auto,on,on
213,1608750752,0,400,auto,on,on
215,1608750754,0,400,auto,on,on
217,1608750756,0,400,auto,on,on
219,1608750758,0,400,auto,on,on
221,1608750760,0,400,auto,on,on
223,1608750762,0,400,auto,on,on
225,1608796987,0,400,auto,on,off
227,1608796989,0,400,auto,on,on
229,1608796991,0,400,auto,on,on
231,1608796993,0,400,auto,on,on
233,1608796995,0,400,auto,on,on
235,1608796997,0,400,auto,on,on
237,1608796999,0,400,auto,on,on
239,1608797001,0,400,auto,on,on
241,1608797003,0,400,auto,on,on
243,1608797005,0,400,auto,on,on
245,1608797007,0,400,auto,on,on
247,1608797009,0,400,auto,on,on
249,1608797011,0,400,auto,on,on
251,1608797013,0,400,auto,on,on
253,1608797015,0,400,auto,on,on
255,1608797017,0,400,auto,on,on
257,1608797019,0,400,manual,on,on
259,1608797020,0,400,manual,on,on
261,1608797022,0,400,manual,on,on
263,1608797024,0,400,manual,on,on
265,1608797026,0,400,manual,on,on
267,1608797028,0,400,manual,on,on
269,1608797030,0,400,manual,on,on
271,1608797032,0,400,manual,on,on
273,1608797034,0,400,manual,on,on
275,1608797036,0,400,manual,on,on
277,1608797038,0,400,manual,on,on
279,1608797040,0,400,manual,on,on
281,1608797042,0,400,manual,on,on
283,1608797044,0,400,manual,on,on
285,1608797046,0,400,manual,on,on
287,1608797048,0,400,manual,on,on
289,1608797050,0,400,manual,on,on
291,1608797052,0,400,manual,on,on
293,1608797054,0,400,manual,on,on
295,1608797056,0,400,manual,on,on
297,1608797058,0,400,manual,on,on
299,1608797060,0,400,manual,on,on
301,1608797063,0,400,manual,on,on
303,1608797064,0,400,auto,on,on
305,1608797066,0,400,auto,on,on
307,1608797068,0,400,auto,on,on
309,1608797070,0,400,auto,on,on
311,1608797072,0,400,auto,on,on
313,1608797074,0,400,auto,on,on
315,1608797076,0,400,auto,on,on
317,1608797078,0,400,auto,on,on
319,1608797080,0,400,auto,on,on
321,1608797081,0,400,auto,on,on
323,1608797083,0,400,auto,on,on
325,1608797085,0,400,auto,on,on
327,1608797087,0,400,auto,on,on
73,1608741732,0,400,auto,on,off
74,1608741733,0,400,auto,on,on
75,1608741734,0,400,auto,on,on
76,1608741735,0,400,auto,on,on
77,1608741736,0,400,auto,on,on
78,1608741737,0,400,auto,on,on
79,1608741738,0,400,auto,on,on
80,1608741739,0,400,auto,on,on
81,1608741740,0,400,auto,on,on
82,1608741741,0,400,auto,on,on
83,1608741742,0,400,auto,on,on
84,1608741743,0,400,auto,on,on
85,1608741744,0,400,auto,on,on
86,1608741745,0,400,auto,on,on
87,1608741746,0,400,auto,on,on
88,1608741747,0,400,auto,on,on
89,1608741748,0,400,auto,on,on
90,1608741749,0,400,auto,on,on
91,1608741750,0,400,auto,on,on
92,1608741751,0,400,auto,on,on
93,1608741752,0,400,auto,on,on
94,1608741753,0,400,auto,on,on
95,1608741754,0,400,auto,on,on
96,1608741755,0,400,auto,on,on
97,1608741756,0,400,auto,on,on
98,1608741757,0,400,auto,on,on
99,1608741758,0,400,auto,on,on
100,1608741759,0,400,auto,on,on
101,1608741760,0,400,auto,on,on
102,1608741761,0,400,auto,on,on
103,1608741762,0,400,auto,on,on
104,1608741763,0,400,auto,on,on
105,1608741764,0,400,auto,on,on
106,1608741765,0,400,auto,on,on
107,1608741766,0,400,auto,on,on
108,1608741767,0,400,auto,on,on
109,1608741768,0,400,auto,on,on
110,1608741770,0,400,auto,on,on
111,1608741771,0,400,auto,on,on
112,1608741772,0,400,auto,on,on
113,1608741773,0,400,auto,on,on
114,1608745055,0,400,auto,on,off
115,1608745056,0,400,auto,on,on
116,1608745057,0,400,auto,on,on
117,1608745058,0,400,auto,on,on
118,1608745059,0,400,auto,on,on
119,1608745060,0,400,auto,on,on
120,1608745061,0,400,auto,on,on
121,1608745063,0,400,auto,on,on
122,1608745064,0,400,auto,on,on
123,1608745065,0,400,auto,on,on
124,1608745066,0,400,auto,on,on
125,1608745067,0,400,auto,on,on
126,1608745068,0,400,auto,on,on
127,1608745069,0,400,auto,on,on
128,1608745070,0,400,auto,on,on
129,1608745071,0,400,auto,on,on
130,1608745072,0,400,auto,on,on
131,1608745073,0,400,auto,on,on
132,1608745074,0,400,auto,on,on
133,1608745075,0,400,auto,on,on
134,1608745076,0,400,auto,on,on
135,1608745077,0,400,auto,on,on
136,1608745078,0,400,auto,on,on
137,1608745079,0,400,auto,on,on
138,1608745080,0,400,auto,on,on
139,1608745081,0,400,auto,on,on
140,1608745082,0,400,auto,on,on
141,1608745083,0,400,auto,on,on
142,1608745084,0,400,auto,on,on
143,1608745085,0,400,auto,on,on
144,1608745086,0,400,auto,on,on
145,1608745087,0,400,auto,on,on
146,1608745088,0,400,auto,on,on
147,1608745089,90,400,auto,on,on
148,1608745090,113,400,auto,on,on
149,1608745091,158,400,auto,on,on
150,1608745092,127,400,auto,on,on
151,1608745093,125,400,auto,on,on
152,1608745094,134,400,auto,on,on
153,1608745095,121,400,auto,on,on
154,1608745096,157,400,auto,on,on
155,1608745097,134,400,auto,on,on
156,1608745098,145,400,auto,on,on
157,1608745099,133,400,auto,on,on
158,1608745100,136,400,auto,on,on
159,1608745101,152,400,auto,on,on
160,1608745102,126,400,auto,on,on
161,1608745103,150,400,auto,on,on
162,1608745104,134,400,auto,on,on
163,1608745105,142,400,auto,on,on
164,1608745106,60,400,auto,on,on
165,1608745107,0,400,auto,on,on
166,1608745108,0,400,auto,on,on
167,1608745109,0,400,auto,on,on
168,1608745110,0,400,auto,on,on
169,1608745111,0,400,auto,on,on
170,1608745112,0,400,auto,on,on
171,1608745113,0,400,auto,on,on
172,1608745114,0,400,auto,on,on
173,1608745115,0,400,auto,on,on
174,1608745116,0,400,auto,on,on
175,1608745117,0,400,auto,on,on
176,1608745118,0,400,auto,on,on
177,1608745119,0,400,auto,on,on
178,1608745120,0,400,auto,on,on
179,1608745121,0,400,auto,on,on
180,1608745122,0,400,auto,on,on
181,1608745123,0,400,auto,on,on
182,1608745124,0,400,auto,on,on
183,1608745125,0,400,auto,on,on
184,1608745126,0,400,auto,on,on
186,1608750725,0,400,auto,on,on
188,1608750727,0,400,auto,on,on
190,1608750729,0,400,auto,on,on
192,1608750731,0,400,auto,on,on
194,1608750733,0,400,auto,on,on
196,1608750735,0,400,auto,on,on
198,1608750737,0,400,auto,on,on
200,1608750739,0,400,auto,on,on
202,1608750741,0,400,auto,on,on
204,1608750743,0,400,auto,on,on
206,1608750745,0,400,auto,on,on
208,1608750747,0,400,auto,on,on
210,1608750749,0,400,auto,on,on
212,1608750751,0,400,auto,on,on
214,1608750753,0,400,auto,on,on
216,1608750755,0,400,auto,on,on
218,1608750757,0,400,auto,on,on
220,1608750759,0,400,auto,on,on
222,1608750761,0,400,auto,on,on
224,1608750763,0,400,auto,on,on
226,1608796988,0,400,auto,on,on
228,1608796990,0,400,auto,on,on
230,1608796992,0,400,auto,on,on
232,1608796994,0,400,auto,on,on
234,1608796996,0,400,auto,on,on
236,1608796998,0,400,auto,on,on
238,1608797000,0,400,auto,on,on
240,1608797002,0,400,auto,on,on
242,1608797004,0,400,auto,on,on
244,1608797006,0,400,auto,on,on
246,1608797008,0,400,auto,on,on
248,1608797010,0,400,auto,on,on
250,1608797012,0,400,auto,on,on
252,1608797014,0,400,auto,on,on
254,1608797016,0,400,auto,on,on
256,1608797018,0,400,auto,on,on
258,1608797019,0,400,manual,on,on
260,1608797021,0,400,manual,on,on
262,1608797023,0,400,manual,on,on
264,1608797025,0,400,manual,on,on
266,1608797027,0,400,manual,on,on
268,1608797029,0,400,manual,on,on
270,1608797031,0,400,manual,on,on
272,1608797033,0,400,manual,on,on
274,1608797035,0,400,manual,on,on
276,1608797037,0,400,manual,on,on
278,1608797039,0,400,manual,on,on
280,1608797041,0,400,manual,on,on
282,1608797043,0,400,manual,on,on
284,1608797045,0,400,manual,on,on
286,1608797047,0,400,manual,on,on
288,1608797049,0,400,manual,on,on
290,1608797051,0,400,manual,on,on
292,1608797053,0,400,manual,on,on
294,1608797055,0,400,manual,on,on
296,1608797057,0,400,manual,on,on
298,1608797059,0,400,manual,on,on
300,1608797062,0,400,manual,on,on
302,1608797063,0,400,auto,on,on
304,1608797065,0,400,auto,on,on
306,1608797067,0,400,auto,on,on
308,1608797069,0,400,auto,on,on
310,1608797071,0,400,auto,on,on
312,1608797073,0,400,auto,on,on
314,1608797075,0,400,auto,on,on
316,1608797077,0,400,auto,on,on
318,1608797079,0,400,auto,on,on
320,1608797081,0,400,auto,on,on
322,1608797082,0,400,auto,on,on
324,1608797084,0,400,auto,on,on
326,1608797086,0,400,auto,on,on
328,1608797088,0,400,auto,on,on
329,1608797089,0,400,auto,on,on
330,1608797090,0,400,auto,on,on
331,1608797091,0,400,auto,on,on
332,1608797178,0,400,auto,on,off
333,1608797179,0,400,auto,on,on
334,1608797180,0,400,auto,on,on
335,1608797181,0,400,auto,on,on
336,1608797182,0,400,auto,on,on
337,1608797182,0,400,auto,on,on
338,1608797183,0,400,auto,on,on
339,1608797184,0,400,auto,on,on
340,1608797185,0,400,auto,on,on
341,1608797186,0,400,auto,on,on
342,1608797187,0,400,auto,on,on
343,1608797188,0,400,auto,on,on
344,1608797189,0,400,auto,on,on
345,1608797190,0,400,auto,on,on
346,1608797191,0,400,auto,on,on
347,1608797192,0,400,auto,on,on
348,1608797193,0,400,auto,on,on
349,1608797194,0,400,auto,on,on
350,1608797195,0,400,auto,on,on
351,1608797196,0,400,auto,on,on
352,1608797863,0,400,auto,on,off
353,1608797864,0,400,auto,on,on
354,1608797865,0,400,auto,on,on
355,1608797867,0,400,auto,on,on
356,1608797868,0,400,auto,on,on
357,1608797869,0,400,auto,on,on
358,1608797870,0,400,auto,on,on
359,1608797871,0,400,auto,on,on
360,1608797872,0,400,auto,on,on
361,1608797873,0,400,auto,on,on
362,1608797874,0,400,auto,on,on
363,1608797875,0,400,auto,on,on
364,1608797876,0,400,auto,on,on
365,1608797877,0,400,auto,on,on
366,1608797878,0,400,auto,on,on
367,1608797879,0,400,auto,on,on
368,1608797880,0,400,auto,on,on
369,1608797881,0,400,auto,on,on
370,1608797882,0,400,auto,on,on
371,1608797883,0,400,auto,on,on
372,1608797884,0,400,auto,on,on
373,1608797885,0,400,auto,on,on
374,1608797886,0,400,auto,on,on
375,1608797887,0,400,auto,on,on
376,1608797888,0,400,auto,on,on
377,1608797889,0,400,auto,on,on
378,1608797890,0,400,auto,on,on
379,1608797891,0,400,auto,on,on
380,1608797892,0,400,auto,on,on
381,1608797893,0,400,auto,on,on
382,1608797894,0,400,auto,on,on
383,1608797895,0,400,auto,on,on
384,1608797896,0,400,auto,on,on
385,1608797897,0,400,auto,on,on
386,1608797898,0,400,auto,on,on
387,1608797899,0,400,auto,on,on
388,1608797900,0,400,auto,on,on
389,1608797901,0,400,auto,on,on
390,1608797902,0,400,auto,on,on
391,1608797903,0,400,auto,on,on
392,1608797904,0,400,auto,on,on
393,1608797905,0,400,auto,on,on
394,1608797906,0,400,auto,on,on
395,1608797907,0,400,auto,on,on
396,1608797908,0,400,auto,on,on
397,1608797909,0,400,auto,on,on
398,1608797910,0,400,auto,on,on
399,1608797911,0,400,auto,on,on
400,1608797912,0,400,auto,on,on
401,1608797913,0,400,auto,on,on
402,1608797914,0,400,auto,on,on
403,1608797915,0,400,auto,on,on
404,1608797916,0,400,auto,on,on
405,1608797917,0,400,auto,on,on
406,1608797918,0,400,auto,on,on
407,1608797919,0,400,auto,on,on
408,1608797920,0,400,auto,on,on
409,1608797921,0,400,auto,on,on
410,1608797922,0,400,auto,on,on
411,1608797923,0,400,auto,on,on
412,1608797924,0,400,auto,on,on
413,1608797925,0,400,auto,on,on
414,1608797926,0,400,auto,on,on
415,1608797927,0,400,auto,on,on
416,1608797928,0,400,auto,on,on
417,1608797929,0,400,auto,on,on
418,1608797930,0,400,auto,on,on
419,1608797931,0,400,auto,on,on
420,1608797932,0,400,auto,on,on
421,1608797933,0,400,auto,on,on
422,1608797934,0,400,auto,on,on
423,1608797935,0,400,auto,on,on
424,1608797936,0,400,auto,on,on
425,1608797937,0,400,auto,on,on
426,1608797938,0,400,auto,on,on
427,1608797939,0,400,auto,on,on
428,1608797940,0,400,auto,on,on
429,1608797941,0,400,auto,on,on
430,1608797942,0,400,auto,on,on
431,1608797943,0,400,auto,on,on
432,1608797944,0,400,auto,on,on
433,1608797945,0,400,auto,on,on
434,1608797946,0,400,auto,on,on
435,1608797947,0,400,auto,on,on
436,1608797948,0,400,auto,on,on
437,1608797949,0,400,auto,on,on
438,1608797950,0,400,auto,on,on
439,1608797951,0,400,auto,on,on
440,1608797952,0,400,auto,on,on
441,1608797953,0,400,auto,on,on
442,1608797954,0,400,auto,on,on
443,1608797955,0,400,auto,on,on
444,1608797956,0,400,auto,on,on
445,1608797957,0,400,auto,on,on
446,1608797958,0,400,auto,on,on
447,1608797959,0,400,auto,on,on
448,1608797960,0,400,auto,on,on
449,1608797961,0,400,auto,on,on
450,1608797962,0,400,auto,on,on
451,1608797963,0,400,auto,on,on
452,1608797964,0,400,auto,on,on
453,1608797965,0,400,auto,on,on
454,1608797966,0,400,auto,on,on
455,1608797967,0,400,auto,on,on
456,1608797968,0,400,auto,on,on
457,1608797969,0,400,auto,on,on
458,1608797970,0,400,auto,on,on
459,1608797971,0,400,auto,on,on
460,1608797972,0,400,auto,on,on
461,1608797973,0,400,auto,on,on
462,1608797974,0,400,auto,on,on
463,1608797975,0,400,auto,on,on
464,1608797976,0,400,auto,on,on
465,1608797977,0,400,auto,on,on
466,1608797978,0,400,auto,on,on
467,1608797979,0,400,auto,on,on
468,1608797980,0,400,auto,on,on
469,1608797981,0,400,auto,on,on
470,1608797982,0,400,auto,on,on
471,1608797983,0,400,auto,on,on
472,1608797984,0,400,auto,on,on
473,1608797985,0,400,auto,on,on
474,1608797986,0,400,auto,on,on
475,1608797987,0,400,auto,on,on
476,1608797988,0,400,auto,on,on
477,1608797989,0,400,auto,on,on
478,1608797990,0,400,auto,on,on
479,1608797991,0,400,auto,on,on
480,1608797992,0,400,auto,on,on
481,1608797993,0,400,auto,on,on
482,1608797994,0,400,auto,on,on
483,1608797996,0,400,auto,on,on
484,1608797997,0,400,auto,on,on
485,1608797998,0,400,auto,on,on
486,1608797999,0,400,auto,on,on
487,1608798000,0,400,auto,on,on
488,1608798058,0,400,auto,on,off
489,1608798059,0,400,auto,on,on
490,1608798060,0,400,auto,on,on
491,1608798061,0,400,auto,on,on
492,1608798061,0,120,auto,on,on
493,1608798062,0,120,auto,on,on
494,1608798063,0,120,auto,on,on
495,1608798064,0,120,auto,on,on
496,1608798065,0,120,auto,on,on
497,1608798066,0,120,auto,on,on
498,1608798067,0,120,auto,on,on
499,1608798068,0,120,auto,on,on
500,1608798069,0,120,auto,on,on
501,1608798070,0,120,auto,on,on
502,1608798171,0,120,auto,on,off
503,1608798172,0,120,auto,on,on
504,1608798173,0,120,auto,on,on
505,1608798174,0,120,auto,on,on
506,1608798175,0,120,auto,on,on
507,1608798176,0,120,auto,on,on
508,1608798177,0,120,auto,on,on
509,1608798178,0,120,auto,on,on
510,1608798179,0,120,auto,on,on
511,1608798180,0,120,auto,on,on
512,1608798181,0,120,auto,on,on
513,1608798182,0,120,auto,on,on
514,1608798183,0,120,auto,on,on
515,1608798184,0,120,auto,on,on
516,1608798185,0,120,auto,on,on
517,1608798186,0,120,auto,on,on
518,1608798187,0,120,auto,on,on
519,1608798188,0,120,auto,on,on
520,1608798189,0,120,auto,on,on
521,1608798190,0,120,auto,on,on
522,1608798191,0,120,auto,on,on
523,1608798192,0,120,auto,on,on
524,1608798193,0,120,auto,on,on
525,1608798202,0,400,auto,on,off
526,1608798203,0,400,auto,on,on
527,1608798204,0,400,auto,on,on
528,1608798205,0,400,auto,on,on
529,1608798206,0,400,auto,on,on
530,1608798207,0,400,auto,on,on
531,1608798208,0,400,auto,on,on
532,1608798209,0,400,auto,on,on
533,1608798210,0,400,auto,on,on
534,1608798211,0,400,auto,on,on
535,1608798212,0,400,auto,on,on
536,1608798213,0,400,auto,on,on
537,1608798214,0,400,auto,on,on
538,1608798215,0,400,auto,on,on
539,1608798216,0,400,auto,on,on
540,1608798217,0,400,auto,on,on
541,1608798218,0,400,auto,on,on
542,1608798219,0,400,auto,on,on
543,1608798219,0,500,auto,on,on
544,1608798220,0,500,auto,on,on
545,1608798221,0,500,auto,on,on
546,1608798222,0,500,auto,on,on
547,1608798223,0,500,auto,on,on
548,1608798224,0,500,auto,on,on
549,1608798225,0,500,auto,on,on
550,1608798226,0,500,auto,on,on
551,1608798227,0,500,auto,on,on
552,1608798228,0,500,auto,on,on
553,1608798229,0,500,auto,on,on
554,1608798230,0,500,auto,on,on
555,1608798231,0,500,auto,on,on
556,1608798232,0,500,auto,on,on
557,1608798233,0,500,auto,on,on
558,1608798234,0,500,auto,on,on
559,1608798235,0,500,auto,on,on
560,1608798236,0,500,auto,on,on
561,1608798237,0,500,auto,on,on
562,1608798238,0,500,auto,on,on
563,1608798239,0,500,auto,on,on
564,1608798240,0,500,auto,on,on
565,1608798241,0,500,auto,on,on
566,1608798242,0,500,auto,on,on
567,1608798243,0,500,auto,on,on
568,1608798244,0,500,auto,on,on
569,1608798245,0,500,auto,on,on
570,1608798246,0,500,auto,on,on
571,1608798247,0,500,auto,on,on
572,1608798248,0,500,auto,on,on
573,1608798249,0,500,auto,on,on
574,1608798250,0,500,auto,on,on
575,1608798251,0,500,auto,on,on
576,1608798252,0,500,auto,on,on
577,1608798253,0,500,auto,on,on
578,1608798254,0,500,auto,on,on
579,1608798255,0,500,auto,on,on
580,1608798256,0,500,auto,on,on
581,1608798257,0,500,auto,on,on
582,1608798258,0,500,auto,on,on
583,1608798259,0,500,auto,on,on
584,1608798260,0,500,auto,on,on
585,1608798261,0,500,auto,on,on
586,1608798262,0,500,auto,on,on
587,1608798263,0,500,auto,on,on
588,1608798264,0,500,auto,on,on
589,1608798265,0,500,auto,on,on
590,1608798266,0,500,auto,on,on
591,1608798267,0,500,auto,on,on
592,1608798268,0,500,auto,on,on
593,1608798269,0,500,auto,on,on
594,1608798270,0,500,auto,on,on
595,1608798271,0,500,auto,on,on
596,1608798272,0,500,auto,on,on
597,1608798273,0,500,auto,on,on
598,1608798274,0,500,auto,on,on
599,1608798275,0,500,auto,on,on
600,1608798276,0,500,auto,on,on
601,1608798277,0,500,auto,on,on
602,1608798278,0,500,auto,on,on
603,1608798279,0,500,auto,on,on
604,1608798280,0,500,auto,on,on
605,1608798281,0,500,auto,on,on
606,1608798282,0,500,auto,on,on
607,1608798283,0,500,auto,on,on
608,1608798284,0,500,auto,on,on
609,1608798285,0,500,auto,on,on
610,1608798286,0,500,auto,on,on
611,1608798287,0,500,auto,on,on
612,1608798295,0,400,auto,on,off
613,1608798296,0,400,auto,on,on
614,1608798297,0,400,auto,on,on
615,1608798298,0,400,auto,on,on
616,1608798299,0,400,auto,on,on
617,1608798300,0,400,auto,on,on
618,1608798301,0,400,auto,on,on
619,1608798302,0,400,auto,on,on
620,1608798303,0,400,auto,on,on
621,1608798304,0,400,auto,on,on
622,1608798305,0,400,auto,on,on
623,1608798306,0,400,auto,on,on
624,1608798307,0,400,auto,on,on
625,1608798308,0,400,auto,on,on
626,1608798309,0,400,auto,on,on
627,1608798310,0,400,auto,on,on
628,1608798311,0,400,auto,on,on
629,1608798312,0,400,auto,on,on
630,1608798313,0,400,auto,on,on
631,1608798314,0,400,auto,on,on
632,1608798315,0,400,auto,on,on
633,1608798316,0,400,auto,on,on
634,1608798317,0,400,auto,on,on
635,1608798318,0,400,auto,on,on
636,1608798320,0,400,auto,on,on
637,1608798321,0,400,auto,on,on
638,1608798322,0,400,auto,on,on
639,1608798323,0,400,auto,on,on
640,1608798324,0,400,auto,on,on
641,1608798324,0,440,auto,on,on
642,1608798325,0,440,auto,on,on
643,1608798326,0,440,auto,on,on
644,1608798327,0,440,auto,on,on
645,1608798328,0,440,auto,on,on
646,1608798329,0,440,auto,on,on
647,1608798330,0,440,auto,on,on
648,1608798331,0,440,auto,on,on
649,1608798332,0,440,auto,on,on
650,1608798333,0,440,auto,on,on
651,1608798334,0,440,auto,on,on
652,1608798335,0,440,auto,on,on
653,1608798336,0,440,auto,on,on
654,1608798337,0,440,auto,on,on
655,1608798338,0,440,auto,on,on
656,1608798339,0,440,auto,on,on
657,1608798340,0,440,auto,on,on
658,1608798341,0,440,auto,on,on
659,1608798342,0,440,auto,on,on
660,1608798343,0,440,auto,on,on
661,1608798344,0,440,auto,on,on
662,1608798345,0,440,auto,on,on
663,1608798346,0,440,auto,on,on
664,1608798347,0,440,auto,on,on
665,1608798348,0,440,auto,on,on
666,1608798349,0,440,auto,on,on
667,1608798350,0,440,auto,on,on
668,1608798351,0,440,auto,on,on
669,1608798352,0,440,auto,on,on
670,1608798353,0,440,auto,on,on
671,1608798354,0,440,auto,on,on
672,1608798457,0,400,auto,on,off
673,1608798458,0,400,auto,on,on
674,1608798459,0,400,auto,on,on
675,1608798460,0,400,auto,on,on
676,1608798461,0,400,auto,on,on
677,1608798462,0,400,auto,on,on
678,1608798463,0,400,auto,on,on
679,1608798464,0,400,auto,on,on
680,1608798465,0,400,auto,on,on
681,1608798466,0,650,auto,on,on
682,1608798466,0,650,auto,on,on
683,1608798467,0,650,auto,on,on
684,1608798468,0,650,auto,on,on
685,1608798469,0,650,auto,on,on
686,1608798470,0,650,auto,on,on
687,1608798471,0,650,auto,on,on
688,1608798472,0,650,auto,on,on
689,1608798473,0,800,auto,on,on
690,1608798473,0,800,auto,on,on
691,1608798474,0,800,auto,on,on
692,1608798475,0,800,auto,on,on
693,1608798476,0,800,auto,on,on
694,1608798477,0,800,auto,on,on
695,1608798478,0,800,auto,on,on
696,1608798479,0,800,auto,on,on
697,1608798480,0,800,auto,on,on
698,1608798481,0,800,auto,on,on
699,1608798482,0,800,auto,on,on
700,1608798483,0,800,auto,on,on
701,1608798484,0,800,auto,on,on
702,1608798485,0,800,auto,on,on
703,1608798487,0,800,auto,on,on
704,1608798488,0,800,auto,on,on
705,1608798489,0,800,auto,on,on
706,1608798490,0,800,auto,on,on
707,1608798491,0,800,auto,on,on
708,1608798492,0,800,auto,on,on
709,1608798493,0,800,auto,on,on
710,1608798494,0,800,auto,on,on
711,1608798495,0,800,auto,on,on
712,1608798496,0,800,auto,on,on
713,1608798497,0,800,auto,on,on
714,1608798498,0,800,auto,on,on
715,1608798499,0,800,auto,on,on
716,1608798500,0,800,auto,on,on
717,1608798501,0,800,auto,on,on
718,1608798502,0,800,auto,on,on
719,1608798503,0,800,auto,on,on
720,1608798504,0,800,auto,on,on
721,1608798505,0,800,auto,on,on
722,1608798506,0,800,auto,on,on
723,1608798507,0,800,auto,on,on
724,1608798508,0,800,auto,on,on
725,1608798509,0,800,auto,on,on
726,1608798509,0,400,auto,on,on
727,1608798510,0,400,auto,on,on
728,1608798511,0,400,auto,on,on
729,1608798512,0,400,auto,on,on
730,1608798513,0,400,auto,on,on
731,1608798514,0,400,auto,on,on
732,1608798515,0,400,auto,on,on
733,1608798516,0,400,auto,on,on
734,1608798517,0,400,auto,on,on
735,1608798518,0,400,auto,on,on
736,1608798519,0,400,auto,on,on
737,1608798520,0,400,auto,on,on
738,1608798521,0,400,auto,on,on
739,1608798522,0,400,auto,on,on
740,1608798523,0,400,auto,on,on
741,1608798524,0,400,auto,on,on
742,1608798525,0,400,auto,on,on
743,1608798526,0,400,auto,on,on
744,1608798668,0,400,auto,on,off
745,1608798668,2559,400,auto,off,off
746,1608798668,0,400,auto,on,off
747,1608798668,0,400,auto,on,off
748,1608798669,0,400,auto,on,off
749,1608798670,0,400,auto,on,on
750,1608798671,0,400,auto,on,on
751,1608798672,0,400,auto,on,on
752,1608798673,0,400,auto,on,on
753,1608798674,0,400,auto,on,on
754,1608798675,0,400,auto,on,on
755,1608798676,0,400,auto,on,on
756,1608798677,0,400,auto,on,on
757,1608798678,0,400,auto,on,on
758,1608798679,0,400,auto,on,on
759,1608798679,0,500,auto,on,on
760,1608798680,0,500,auto,on,on
761,1608798680,0,500,auto,on,off
762,1608798681,0,500,manual,on,off
763,1608798681,0,500,manual,on,off
764,1608798682,0,500,manual,on,off
765,1608798683,0,500,manual,on,off
766,1608798684,0,500,manual,on,off
767,1608798685,0,500,manual,on,off
768,1608798686,0,500,manual,on,off
769,1608798687,0,500,manual,on,off
770,1608798688,0,500,manual,on,off
771,1608798689,0,500,manual,on,off
772,1608798690,0,500,manual,on,off
773,1608798691,0,500,manual,on,off
774,1608798692,0,500,manual,on,off
775,1608798693,0,500,manual,on,off
776,1608798694,0,500,manual,on,off
777,1608798695,0,500,manual,on,off
778,1608798696,0,500,manual,on,off
779,1608798697,0,500,manual,on,off
780,1608798698,0,500,manual,on,off
781,1608798699,0,500,manual,on,off
782,1608798700,0,500,manual,on,off
783,1608798701,0,500,manual,on,off
784,1608798702,0,500,manual,on,off
785,1608798703,0,500,manual,on,off
786,1608798704,0,500,manual,on,off
787,1608798705,0,500,manual,on,off
788,1608798706,0,500,manual,on,off
789,1608798707,0,500,manual,on,off
790,1608798708,0,500,manual,on,off
791,1608798709,0,500,manual,on,off
792,1608798710,0,500,manual,on,off
793,1608798711,0,500,manual,on,off
794,1608798712,0,500,manual,on,off
795,1608798713,0,500,manual,on,off
796,1608798714,0,500,manual,on,off
797,1608798715,0,500,manual,on,off
798,1608798716,0,400,manual,on,off
799,1608798716,0,400,manual,on,off
800,1608798716,0,400,manual,on,off
801,1608798716,0,400,manual,on,off
802,1608798717,0,400,manual,on,off
803,1608798718,0,400,manual,on,off
804,1608798719,0,400,manual,on,off
805,1608798720,0,400,manual,on,off
806,1608798721,0,400,manual,on,off
807,1608798722,0,400,manual,on,off
808,1608798723,0,400,manual,on,off
809,1608798724,0,400,manual,on,off
810,1608798725,0,400,manual,on,off
811,1608798726,0,400,manual,on,off
812,1608798727,0,400,manual,on,off
813,1608798728,0,400,manual,on,off
814,1608798729,0,400,manual,on,off
815,1608798730,0,400,manual,on,off
816,1608798731,0,400,manual,on,off
817,1608798732,0,400,manual,on,off
818,1608798733,0,400,manual,on,off
819,1608798733,0,400,manual,on,off
820,1608798734,0,400,manual,on,on
821,1608798734,0,400,manual,on,on
822,1608798734,0,400,manual,on,on
823,1608798735,0,400,manual,on,on
824,1608798736,0,400,manual,on,on
825,1608798737,0,400,manual,on,on
826,1608798738,0,400,manual,on,on
827,1608798739,0,400,manual,on,on
828,1608798740,0,400,manual,on,on
829,1608798741,0,400,manual,on,on
830,1608798743,0,400,manual,on,on
831,1608798744,0,400,manual,on,on
832,1608798745,0,400,manual,on,on
833,1608798746,0,400,manual,on,on
834,1608798747,0,400,manual,on,on
835,1608798748,0,400,manual,on,on
836,1608798749,0,400,manual,on,on
837,1608798750,0,400,manual,on,on
838,1608798751,0,400,manual,on,on
839,1608798752,0,400,manual,on,on
840,1608798753,0,400,manual,on,on
841,1608798754,0,400,manual,on,on
842,1608798755,0,400,manual,on,on
843,1608798756,0,400,manual,on,on
844,1608798757,0,400,manual,on,on
845,1608798758,0,400,manual,on,on
846,1608798759,0,400,manual,on,on
847,1608798760,0,400,manual,on,on
